entity_id,entity_name,year,tot_n,freq_hot,freq_warm,freq_cold,median_seconds,tot_n_empty,freq_hot_empty,freq_warm_empty,freq_cold_empty,median_seconds_empty,tot_n_onbase,freq_hot_onbase,freq_warm_onbase,freq_cold_onbase,median_seconds_onbase,team_name,game_type,is_qualified
660896,"Alcala, Jorge",2020,193,0.15544041450777202,0.7927461139896373,0.05181347150259067,19.644,112.0,0.26785714285714285,0.7142857142857143,0.017857142857142856,16.767,81.0,0.0,0.9012345679012346,0.09876543209876543,23.645,MIN,Regular,
645261,"Alcantara, Sandy",2020,296,0.34797297297297297,0.5912162162162162,0.060810810810810814,17.128,201.0,0.5024875621890548,0.47761194029850745,0.01990049751243781,14.991,95.0,0.021052631578947368,0.8315789473684211,0.14736842105263157,22.552,MIA,Regular,
645261,"Alcantara, Sandy",2022,1313,0.30464584920030463,0.6610814927646611,0.03427265803503427,17.212,920.0,0.43478260869565216,0.5554347826086956,0.009782608695652175,15.462,393.0,0.0,0.9083969465648855,0.0916030534351145,21.881,MIA,Regular,
645261,"Alcantara, Sandy",2021,1272,0.36163522012578614,0.5935534591194969,0.04481132075471698,16.811,896.0,0.5089285714285714,0.4810267857142857,0.010044642857142858,14.896,376.0,0.010638297872340425,0.8617021276595744,0.1276595744680851,21.82,MIA,Regular,
645261,"Alcantara, Sandy",2023,1061,0.4816211121583412,0.5164938737040528,0.001885014137606032,15.153,727.0,0.6753782668500687,0.3246217331499312,0.0,14.069,334.0,0.059880239520958084,0.9341317365269461,0.005988023952095809,18.591,MIA,Regular,
669920,"Alexander, Jason",2022,580,0.2293103448275862,0.7327586206896551,0.03793103448275862,18.077,384.0,0.3463541666666667,0.6458333333333334,0.0078125,16.076,196.0,0.0,0.9030612244897959,0.09693877551020408,23.334,MIL,Regular,
641302,"Alexander, Tyler",2020,285,0.12280701754385964,0.8596491228070176,0.017543859649122806,18.86,189.0,0.18518518518518517,0.8042328042328042,0.010582010582010581,17.311,96.0,0.0,0.96875,0.03125,21.795,DET,Regular,
641302,"Alexander, Tyler",2024,728,0.20604395604395603,0.7939560439560439,0.0,16.64,452.0,0.3252212389380531,0.6747787610619469,0.0,15.678,276.0,0.010869565217391304,0.9891304347826086,0.0,18.518,TB,Regular,
641302,"Alexander, Tyler",2021,732,0.08879781420765027,0.8866120218579235,0.02459016393442623,19.091,481.0,0.13305613305613306,0.8607068607068608,0.006237006237006237,17.32,251.0,0.00398406374501992,0.9362549800796812,0.05976095617529881,22.758,DET,Regular,
641302,"Alexander, Tyler",2022,700,0.03,0.9542857142857143,0.015714285714285715,19.711,446.0,0.04708520179372197,0.9417040358744395,0.011210762331838564,18.269,254.0,0.0,0.9763779527559056,0.023622047244094488,22.357,DET,Regular,
663465,"Allard, Kolby",2021,941,0.0871413390010627,0.8820403825717322,0.030818278427205102,19.31,626.0,0.13099041533546327,0.8578274760383386,0.011182108626198083,17.792,315.0,0.0,0.9301587301587302,0.06984126984126984,22.49,TEX,Regular,
663465,"Allard, Kolby",2020,315,0.17142857142857143,0.8,0.02857142857142857,18.146,207.0,0.2608695652173913,0.7391304347826086,0.0,16.788,108.0,0.0,0.9166666666666666,0.08333333333333333,22.089,TEX,Regular,
671106,"Allen, Logan",2024,750,0.636,0.364,0.0,13.331,453.0,0.9337748344370861,0.06622516556291391,0.0,11.668,297.0,0.18181818181818182,0.8181818181818182,0.0,16.604,CLE,Regular,
671106,"Allen, Logan",2023,944,0.6684322033898306,0.3305084745762712,0.001059322033898305,12.732,601.0,0.9317803660565723,0.06821963394342762,0.0,11.516,343.0,0.20699708454810495,0.7900874635568513,0.0029154518950437317,16.508,CLE,Regular,
663531,"Allen, Logan",2021,410,0.06097560975609756,0.8926829268292683,0.046341463414634146,20.663,265.0,0.09433962264150944,0.8867924528301887,0.018867924528301886,18.538,145.0,0.0,0.903448275862069,0.09655172413793103,23.826,CLE,Regular,
622075,"Almonte, Yency",2021,416,0.055288461538461536,0.90625,0.038461538461538464,19.623,236.0,0.09745762711864407,0.8940677966101694,0.00847457627118644,17.984,180.0,0.0,0.9222222222222223,0.07777777777777778,22.813,COL,Regular,
622075,"Almonte, Yency",2023,383,0.3968668407310705,0.6031331592689295,0.0,15.571,224.0,0.5714285714285714,0.42857142857142855,0.0,14.683,159.0,0.1509433962264151,0.8490566037735849,0.0,17.673,LAD,Regular,
622075,"Almonte, Yency",2020,213,0.15023474178403756,0.812206572769953,0.03755868544600939,18.635,139.0,0.2302158273381295,0.7410071942446043,0.02877697841726619,17.251,74.0,0.0,0.9459459459459459,0.05405405405405406,21.341,COL,Regular,
656186,"Altavilla, Dan",2020,174,0.0,0.9712643678160919,0.028735632183908046,20.395,101.0,0.0,1.0,0.0,18.939,73.0,0.0,0.9315068493150684,0.0684931506849315,22.701,MLB,Regular,
621237,"Alvarado, José",2022,396,0.007575757575757576,0.8232323232323232,0.1691919191919192,23.737,211.0,0.014218009478672985,0.8815165876777251,0.10426540284360189,22.024,185.0,0.0,0.7567567567567568,0.24324324324324326,26.119,PHI,Regular,
621237,"Alvarado, José",2021,507,0.0,0.7652859960552268,0.23471400394477318,25.123,240.0,0.0,0.875,0.125,22.384,267.0,0.0,0.6666666666666666,0.3333333333333333,27.28,PHI,Regular,
